from_unit,to_unit,factor,category,description
milligram,carat,0.005,weight,Convert milligram to carat: multiply by 0.004999999999999999
milligram,slug,6.8522e-08,weight,Convert milligram to slug: multiply by 6.852176556196105e-08
milligram,troy_ounce,3.2150747e-05,weight,Convert milligram to troy_ounce: multiply by 3.215074656862798e-05
milligram,troy_pound,2.679229e-06,weight,Convert milligram to troy_pound: multiply by 2.6792288807189983e-06
metric_ton,kilogram,1000.0,weight,Convert metric_ton to kilogram: multiply by 1000.0
metric_ton,gram,1000000.0,weight,Convert metric_ton to gram: multiply by 1000000.0
metric_ton,milligram,1000000000.0,weight,Convert metric_ton to milligram: multiply by 1000000000.0
metric_ton,pound,2204.622621848776,weight,Convert metric_ton to pound: multiply by 2204.622621848776
metric_ton,ounce,35273.961949580415,weight,Convert metric_ton to ounce: multiply by 35273.961949580415
metric_ton,ton_us,1.102311310924,weight,Convert metric_ton to ton_us: multiply by 1.1023113109243878
metric_ton,ton_uk,0.984206527611,weight,Convert metric_ton to ton_uk: multiply by 0.9842065276110606
metric_ton,stone,157.47304441777,weight,Convert metric_ton to stone: multiply by 157.4730444177697
metric_ton,grain,15432358.352941431,weight,Convert metric_ton to grain: multiply by 15432358.352941431
metric_ton,carat,5000000.0,weight,Convert metric_ton to carat: multiply by 5000000.0
metric_ton,slug,68.521765561961,weight,Convert metric_ton to slug: multiply by 68.52176556196105
metric_ton,troy_ounce,32150.74656862798,weight,Convert metric_ton to troy_ounce: multiply by 32150.74656862798
metric_ton,troy_pound,2679.228880718998,weight,Convert metric_ton to troy_pound: multiply by 2679.2288807189984
pound,kilogram,0.45359237,weight,Convert pound to kilogram: multiply by 0.45359237
pound,gram,453.59237,weight,Convert pound to gram: multiply by 453.59237
pound,milligram,453592.37000000005,weight,Convert pound to milligram: multiply by 453592.37000000005
pound,metric_ton,0.00045359237,weight,Convert pound to metric_ton: multiply by 0.00045359237000000004
pound,ounce,16.0,weight,Convert pound to ounce: multiply by 16.0
pound,ton_us,0.0005,weight,Convert pound to ton_us: multiply by 0.0005
pound,ton_uk,0.000446428571,weight,Convert pound to ton_uk: multiply by 0.00044642857142857147
pound,stone,0.071428571429,weight,Convert pound to stone: multiply by 0.07142857142857142
pound,grain,7000.000000000001,weight,Convert pound to grain: multiply by 7000.000000000001
pound,carat,2267.96185,weight,Convert pound to carat: multiply by 2267.96185
pound,slug,0.031080950038,weight,Convert pound to slug: multiply by 0.031080950037834298
pound,troy_ounce,14.583333333333,weight,Convert pound to troy_ounce: multiply by 14.583333333333334
pound,troy_pound,1.215277777778,weight,Convert pound to troy_pound: multiply by 1.2152777777777777
ounce,kilogram,0.028349523125,weight,Convert ounce to kilogram: multiply by 0.028349523125
ounce,gram,28.349523125,weight,Convert ounce to gram: multiply by 28.349523125
ounce,milligram,28349.523125000003,weight,Convert ounce to milligram: multiply by 28349.523125000003
ounce,metric_ton,2.8349523e-05,weight,Convert ounce to metric_ton: multiply by 2.8349523125000003e-05
ounce,pound,0.0625,weight,Convert ounce to pound: multiply by 0.0625
ounce,ton_us,3.125e-05,weight,Convert ounce to ton_us: multiply by 3.125e-05
ounce,ton_uk,2.7901786e-05,weight,Convert ounce to ton_uk: multiply by 2.7901785714285717e-05
ounce,stone,0.004464285714,weight,Convert ounce to stone: multiply by 0.004464285714285714
ounce,grain,437.5,weight,Convert ounce to grain: multiply by 437.50000000000006
ounce,carat,141.747615625,weight,Convert ounce to carat: multiply by 141.747615625
ounce,slug,0.001942559377,weight,Convert ounce to slug: multiply by 0.0019425593773646436
ounce,troy_ounce,0.911458333333,weight,Convert ounce to troy_ounce: multiply by 0.9114583333333334
ounce,troy_pound,0.075954861111,weight,Convert ounce to troy_pound: multiply by 0.0759548611111111
ton_us,kilogram,907.18474,weight,Convert ton_us to kilogram: multiply by 907.18474
ton_us,gram,907184.74,weight,Convert ton_us to gram: multiply by 907184.74
ton_us,milligram,907184740.0000001,weight,Convert ton_us to milligram: multiply by 907184740.0000001
ton_us,metric_ton,0.90718474,weight,Convert ton_us to metric_ton: multiply by 0.90718474
ton_us,pound,2000.0,weight,Convert ton_us to pound: multiply by 2000.0
ton_us,ounce,32000.0,weight,Convert ton_us to ounce: multiply by 32000.0
ton_us,ton_uk,0.892857142857,weight,Convert ton_us to ton_uk: multiply by 0.8928571428571429
ton_us,stone,142.857142857143,weight,Convert ton_us to stone: multiply by 142.85714285714286
ton_us,grain,14000000.000000002,weight,Convert ton_us to grain: multiply by 14000000.000000002
ton_us,carat,4535923.7,weight,Convert ton_us to carat: multiply by 4535923.7
ton_us,slug,62.161900075669,weight,Convert ton_us to slug: multiply by 62.16190007566859
ton_us,troy_ounce,29166.666666666668,weight,Convert ton_us to troy_ounce: multiply by 29166.666666666668
ton_us,troy_pound,2430.555555555556,weight,Convert ton_us to troy_pound: multiply by 2430.5555555555557
ton_uk,kilogram,1016.0469088,weight,Convert ton_uk to kilogram: multiply by 1016.0469088
ton_uk,gram,1016046.9088,weight,Convert ton_uk to gram: multiply by 1016046.9088
ton_uk,milligram,1016046908.8000001,weight,Convert ton_uk to milligram: multiply by 1016046908.8000001
ton_uk,metric_ton,1.0160469088,weight,Convert ton_uk to metric_ton: multiply by 1.0160469088
ton_uk,pound,2240.0,weight,Convert ton_uk to pound: multiply by 2240.0
ton_uk,ounce,35840.0,weight,Convert ton_uk to ounce: multiply by 35840.0
ton_uk,ton_us,1.12,weight,Convert ton_uk to ton_us: multiply by 1.1199999999999999
ton_uk,stone,160.0,weight,Convert ton_uk to stone: multiply by 160.0
ton_uk,grain,15680000.000000002,weight,Convert ton_uk to grain: multiply by 15680000.000000002
ton_uk,carat,5080234.544,weight,Convert ton_uk to carat: multiply by 5080234.544
ton_uk,slug,69.621328084749,weight,Convert ton_uk to slug: multiply by 69.62132808474882
ton_uk,troy_ounce,32666.666666666664,weight,Convert ton_uk to troy_ounce: multiply by 32666.666666666664
ton_uk,troy_pound,2722.222222222222,weight,Convert ton_uk to troy_pound: multiply by 2722.222222222222
stone,kilogram,6.35029318,weight,Convert stone to kilogram: multiply by 6.35029318
stone,gram,6350.293180000001,weight,Convert stone to gram: multiply by 6350.293180000001
stone,milligram,6350293.180000001,weight,Convert stone to milligram: multiply by 6350293.180000001
stone,metric_ton,0.00635029318,weight,Convert stone to metric_ton: multiply by 0.00635029318
stone,pound,14.0,weight,Convert stone to pound: multiply by 14.0
stone,ounce,224.0,weight,Convert stone to ounce: multiply by 224.0
stone,ton_us,0.007,weight,Convert stone to ton_us: multiply by 0.007
stone,ton_uk,0.00625,weight,Convert stone to ton_uk: multiply by 0.00625
stone,grain,98000.00000000001,weight,Convert stone to grain: multiply by 98000.00000000001
stone,carat,31751.4659,weight,Convert stone to carat: multiply by 31751.4659
stone,slug,0.43513330053,weight,Convert stone to slug: multiply by 0.43513330052968013
stone,troy_ounce,204.166666666667,weight,Convert stone to troy_ounce: multiply by 204.16666666666666
stone,troy_pound,17.013888888889,weight,Convert stone to troy_pound: multiply by 17.01388888888889
grain,kilogram,6.479891e-05,weight,Convert grain to kilogram: multiply by 6.479891e-05
grain,gram,0.06479891,weight,Convert grain to gram: multiply by 0.06479890999999999
grain,milligram,64.79891,weight,Convert grain to milligram: multiply by 64.79890999999999
grain,metric_ton,6.4799e-08,weight,Convert grain to metric_ton: multiply by 6.479890999999999e-08
grain,pound,0.000142857143,weight,Convert grain to pound: multiply by 0.00014285714285714284
grain,ounce,0.002285714286,weight,Convert grain to ounce: multiply by 0.0022857142857142855
grain,ton_us,7.1429e-08,weight,Convert grain to ton_us: multiply by 7.142857142857142e-08
grain,ton_uk,6.3776e-08,weight,Convert grain to ton_uk: multiply by 6.377551020408163e-08
grain,stone,1.0204082e-05,weight,Convert grain to stone: multiply by 1.020408163265306e-05
grain,carat,0.32399455,weight,Convert grain to carat: multiply by 0.32399454999999994
grain,slug,4.440136e-06,weight,Convert grain to slug: multiply by 4.440135719690613e-06
grain,troy_ounce,0.002083333333,weight,Convert grain to troy_ounce: multiply by 0.002083333333333333
grain,troy_pound,0.000173611111,weight,Convert grain to troy_pound: multiply by 0.0001736111111111111
carat,kilogram,0.0002,weight,Convert carat to kilogram: multiply by 0.0002
carat,gram,0.2,weight,Convert carat to gram: multiply by 0.2
carat,milligram,200.0,weight,Convert carat to milligram: multiply by 200.00000000000003
carat,metric_ton,2e-07,weight,Convert carat to metric_ton: multiply by 2.0000000000000002e-07
carat,pound,0.000440924524,weight,Convert carat to pound: multiply by 0.00044092452436975517
carat,ounce,0.00705479239,weight,Convert carat to ounce: multiply by 0.007054792389916083
carat,ton_us,2.20462e-07,weight,Convert carat to ton_us: multiply by 2.2046226218487757e-07
carat,ton_uk,1.96841e-07,weight,Convert carat to ton_uk: multiply by 1.9684130552221215e-07
carat,stone,3.1494609e-05,weight,Convert carat to stone: multiply by 3.149460888355394e-05
carat,grain,3.086471670588,weight,Convert carat to grain: multiply by 3.0864716705882866
carat,slug,1.3704353e-05,weight,Convert carat to slug: multiply by 1.370435311239221e-05
carat,troy_ounce,0.006430149314,weight,Convert carat to troy_ounce: multiply by 0.006430149313725596
carat,troy_pound,0.000535845776,weight,Convert carat to troy_pound: multiply by 0.0005358457761437997
slug,kilogram,14.593903,weight,Convert slug to kilogram: multiply by 14.593903
slug,gram,14593.902999999998,weight,Convert slug to gram: multiply by 14593.902999999998
slug,milligram,14593903.0,weight,Convert slug to milligram: multiply by 14593903.0
slug,metric_ton,0.014593903,weight,Convert slug to metric_ton: multiply by 0.014593902999999998
slug,pound,32.174048694867,weight,Convert slug to pound: multiply by 32.17404869486671
slug,ounce,514.784779117867,weight,Convert slug to ounce: multiply by 514.7847791178674
slug,ton_us,0.016087024347,weight,Convert slug to ton_us: multiply by 0.016087024347433355
slug,ton_uk,0.014363414596,weight,Convert slug to ton_uk: multiply by 0.01436341459592264
slug,stone,2.298146335348,weight,Convert slug to stone: multiply by 2.298146335347622
slug,grain,225218.34086406702,weight,Convert slug to grain: multiply by 225218.34086406702
slug,carat,72969.515,weight,Convert slug to carat: multiply by 72969.515
slug,troy_ounce,469.20487680014,weight,Convert slug to troy_ounce: multiply by 469.2048768001395
slug,troy_pound,39.100406400012,weight,Convert slug to troy_pound: multiply by 39.10040640001163
troy_ounce,kilogram,0.0311034768,weight,Convert troy_ounce to kilogram: multiply by 0.0311034768
troy_ounce,gram,31.1034768,weight,Convert troy_ounce to gram: multiply by 31.103476800000003
troy_ounce,milligram,31103.476800000004,weight,Convert troy_ounce to milligram: multiply by 31103.476800000004
